sentence_id,text,label_openai,basis_openai,label_gemini,basis_gemini
Z066476,"如説軒是人身,月是人性,則是先生下一箇人身,却外面㝷箇性來,合湊著成甚義理?""",C,"義理는 개념 서술, 작용 여부 불명확함",N,"義理는 '의미, 이치'의 일상적 용법"
Z066530,"沙随之論,大槩要考細碎制度,不要人説義理,與致堂説皆相反。",N,義理가 일상적 도리 의미임,N,義理는 학문 분야를 지칭
Z066613,"了翁平生於取舍處,㸔得極分明,從此有入,凡作文,多好言此理。",N,此理가 문맥상 도리 의미임,N,此理는 특정 논리나 주장을 지칭
Z066664,"""杲曰:""如此則相公在言路時,論他則甚?""張笑曰:""公便理㑹不得,只是後生死急要官做後如此。",N,理㑹가 '처리하다' 의미임,N,理㑹는 '이해하다'의 의미
Z066680,"京四次入相,後至盲廢,始終只用不患無財,患不能理財之説,其原自荆公。",N,理財가 재정 관리 의미임,N,理財는 '재정을 관리하다'의 의미
Z066696,"金人初一畨退時,是甚時節?臺諫却别不曾理㑹得事,三五箇月,只反倒得京逐數百里,慢慢移去,結末方移儋州,及到潭州遂死。",N,理㑹가 '처리하다' 의미임,N,"理㑹는 '처리하다, 이해하다'의 의미"
Z066746,"若使有好人在上,收拾將去,豈不做好人?只縁時節不好,義理之心,不足以勝其利欲之心,遂由徑捷出,無所不至。",N,義理가 도덕적 도리 의미임,N,義理之心은 도덕적 마음을 지칭
Z066782,"舊嘗作帥時,早間理㑹公事,飯後與屬官相見,皆要穿執如法,各人禀職事了,相與久坐,説話議論,又各随其人,問難教戒,所以鞭䇿者甚至,故有人為其屬者,無不有所知曉事。",N,理㑹가 '처리하다' 의미임,N,理㑹는 '처리하다'의 의미
Z066957,"'先生曰:'李丞相有大名,當時誰不追咎其不用,以至於此?'上意亦傾向之,潜善因而推之,背後却令顔岐言之,情理必是如此。",N,情理가 일상적 도리 의미임,N,情理는 '정황과 이치'의 의미
Z067056,"若幸而得至江,則諸將盡扼江上,責我以擅棄歸之罪,亦必盡殺我,決無可生之理。",N,可生之理가 일상적 이유 의미임,N,可生之理는 '살아날 도리'의 의미
Z067075,"且如好伊、洛之學,又不大段理㑹得,故皆為人以是欺之。",N,理㑹가 '처리하다' 의미임,N,理㑹는 '이해하다'의 의미
Z067085,"及至秦公,則百官凡有所禀白,更無酬酢/畧不可否,但付與吏人,少間更沒理㑹,此事便沉埋)(了如此,謂之秦/公勝趙公可乎?"")",N,理㑹는 관용적 용법으로 보임,N,理會는 '이해하다'의 의미로 사용됨
Z067159,"""/便放下不問,雖公筵,亦只令去通判處理㑹。",N,處理㑹는 일상적 처리 의미,N,理會는 '처리하다'의 의미로 사용됨
Z067168,"先生曰:""秦相自為樞)(宻使,不理㑹事,及與趙公並相,一切聼其所為,皆富/直柔教之也。",N,不理㑹事는 처리하지 않음 의미,N,不理會事는 '일을 처리하지 않다'의 의미
Z067232,"""問張、趙二公優劣,曰:""若但論理㑹,在朝政,進退人才,趙公又較縝宻無疎失。",N,論理㑹는 평가나 논의 의미,N,"理會는 '처리하다, 이해하다'의 의미로 사용됨"
Z067238,"""(僴○《儒用錄》云:""或問:'趙忠簡公與魏公,材品如何?'/曰:""趙公於軍旅邊事上,不甚諳練,於國事人才上)(却理㑹得精宻,仍更持重。",N,理㑹得精宻는 숙련 의미로 보임,N,"理會는 '처리하다, 이해하다'의 의미로 사용됨"
Z067359,"""(儒用○《徳明錄》云:""秦相曾語胡和/仲云:'先丈議論固好,然行不得和)(仲問:""既是議論好,何故不可行?'秦云:'仲尼垂世立教,/且説箇道理如此,以示人如何?'便一一行得一日又)(語和仲云:'栁下恵降志辱身如何?'和仲對云:'降志辱/身,是下恵之和,未若彼夷、齊不降其志,不辱其身秦)(曰:'不然也。",N,道理는 도리·이치의 일상적 용법,N,"道理는 '도리, 이치'의 일상적 용법"
Z067381,"/公既説好,如何行一句不得?'曰:'不特先丈文字如此)(聖賢議論,亦豈盡可行?只是且教世間人知得,有這/一般道理○又《燾錄》云或問信而好古曰而今人多)(不好古,皆是他不信因舉秦檜之嘗與胡和仲説如/先公觧《春秋》,儘好議論,只是无一句行得。",N,道理는 일반적 도리 의미,N,"道理는 '도리, 이치'의 일상적 용법"
Z067404,"胡和仲嘗勸秦云:'相公當國日乆,中外小康,宜請老以順盈虛消息之理。",C,順盈虛消息之理는 존재 관계만 언급됨,N,盈虛消息之理는 '영허소식의 이치'라는 관용적 표현
Z067528,"天下事,無不理㑹得,只是㐫惡可畏甚戚里。",N,理㑹得는 관용적 처리 의미,N,"理會는 '처리하다, 이해하다'의 의미로 사용됨"
Z067532,"黄豐知興化日,有人有一弟,因爭兄財不與,遂以其兄嘗編錄得胡銓上書言秦檜𦂳要》數語,告以為:""兄罵秦太師,官司亦以尋常,不曾為理㑹。",N,為理㑹는 일상적 처리 의미,N,理會는 '처리하다'의 의미로 사용됨
Z067534,"一日福州帥張某過其人,直訴之於帥,為有人罵太師,黄不為理㑹。",N,'理㑹'는 관용적 용법으로 보임,N,理會는 '이해하다'는 관용적 용법
Z067535,"帥上其事於秦,即時攝取黄下大理,并其妻孥皆繫之。",N,'大理'는 관청 명칭으로 형이상학적 의미 아님,N,大理는 관직명으로 형이상학적 理가 아님
Z067553,"韓徑使人守察院門云:""黄察院有公事未了,要去理㑹,秦見不是道理。",N,'理㑹'는 관용적 용법으로 보임,N,"理會는 '처리하다', 道理는 '도리'의 일상적 용법"
Z067557,"後其黨人欲為料理,其夫人自陳云:""妾有㡬子,林非是林遂貶何地?林死有子,今皆無祿,乃檜親孫也。",N,'料理'는 일상적 의미로 사용됨,N,料理는 '처리하다'는 관용적 용법
Z067587,"當時理㑹秦氏諸公,又宣諭止了。",N,'理㑹'는 관용적 용법으로 보임,N,理會는 '처리하다'는 관용적 용법
Z067750,"自古人主,無與天下立敵之理,天下皆道不好,陛下乃力主張。",C,'立敵之理'에서 능동·수동 불명확,N,之理는 '이치'라는 일상적 용법
Z067756,"""大抵以此取人,不考義理,無以知其人,多為所誤。",C,'義理'가 능동·수동 여부 언급 안 됨,N,義理는 '의리'라는 일상적 용법
Z067759,"或問:""胡邦衡在新州十七八年無恙?""先生曰:""天生天殺,道之理也。",C,'道之理也'에서 능동·수동 판단 불가,C,道之理는 '도의 이치'로 능동/수동 미결정
Z067778,"大約用三載考績之法,一年一切了,今年年日日理㑹,官員磨勘。",N,'理㑹'는 관용적 용법으로 보임,N,理會는 '처리하다'는 관용적 용법
Z067787,"其家法固好,然專恃此以為道理只如此,却不是。",C,'道理'가 능동·수동 여부 불명확,N,道理는 '도리'라는 일상적 용법
Z067790,"汪聖錫不直潘子賤直前事云:""無緣聼得殿上語,向宜卿云:'吾當時之言,尹和靖某事,又為朱子發理㑹䘏典,子賤當時為吕居仁所賣。",N,朱子發理㑹典은 형이상학적 의미 아님,N,理會는 '이해하다'는 관용적 용법
Z067791,"張無垢説得一般道理,一切險而動。",N,一般道理는 일상적 도리 의미,C,道理는 '일반적인 이치'를 의미하며 능동/수동 불분명
Z067868,"才把害對利,便事事上只見得利害,更不問義理。",N,"義理는 도덕적 도리, 형이상학 아님",N,義理는 '의리'라는 어휘적 용법
Z067898,"汪季路甚子細,但為人性太寛,理㑹事不能得了。",N,理㑹事는 일상적 사물 처리 의미,N,理會는 '처리하다'는 관용적 용법
Z067908,這道理易晦而難眀。,N,道理는 일상적 도리 의미,C,道理는 '이치'를 의미하며 능동/수동 불분명
Z067909,"某少年過莆田,見林謙之、方次榮,說一種道理,說得精神極好聴,為之踊躍皷動。",N,說一種道理는 일상적 도리 의미,C,道理는 '이치'를 의미하며 능동/수동 불분명
Z067916,"'人㸔時,都理㑹不得。",N,理㑹不得는 일상적 의미로 보임,N,理會는 '이해하다'는 관용적 용법
Z067928,"龔實之多讀書,知前軰大體,頗識義理,又有才,做得去,亦有文,小官時甚好。",N,"義理는 도덕적 도리, 형이상학 아님",N,義理는 '의리'라는 어휘적 용법
Z067939,"此一著,是甚小事?直卿云:""人日日常将理義夹持个身心,庶幾遇事住不得。",N,"理義는 도덕적 도리, 형이상학 아님",N,理義는 '리의'라는 어휘적 용법
Z067963,"辛幼安亦是箇人才,豈有使不得之理?但眀賞罰,則彼自服矣。",N,使不得之理는 일상적 도리 의미,C,理는 '이치'를 의미하며 능동/수동 불분명
Z067969,"近世如汪端眀,專理㑹民,如辛幼安,却是專理會兵,不管民。",N,理㑹가 '이해하다' 의미로 사용됨,N,理會는 '이해하다'는 의미의 관용적 용법
Z067970,"他這理㑹兵時下便要驅以塞海,其勢可畏。",N,理㑹가 '이해하다' 의미로 사용됨,N,理會는 '이해하다'는 의미의 관용적 용법
Z067986,"某嘗謂凡事都分做兩邉,是底放一邉,非底放一邉,是底是天理,非底是人欲,是即守而勿失,非即去而勿留,此治一身之法也。",C,理가 근본으로 서술되나 능동·수동 불명확,C,天理는 '옳은 것'으로 서술되나 작용 여부 불분명
Z068004,"修身養性與致君澤民,只是一理。",C,"理가 하나임으로 서술, 작용 여부 불명확",C,理는 '하나'로 서술되나 작용 여부 불분명
Z068016,"趙子直奉命将入蜀,請於先生曰:""某将入蜀,蜀中亦無事可理㑹意欲請於朝,得㳂淮差遣,庻可理㑹。",N,理㑹가 '이해하다' 의미로 사용됨,N,理會는 '처리하다'는 의미의 관용적 용법
Z068058,"讀《論語》,便徹頭徹尾理㑹《論語》,讀《孟子》,便徹頭徹尾理㑹《孟子其他書皆然。",N,理㑹가 '이해하다' 의미로 사용됨,N,理會는 '이해하다'는 의미의 관용적 용법
Z068086,"彪居正徳美記得無限《史記》,只是不肯說,只要說一般無巴鼻底道理。",N,道理가 '도리' 일상적 의미로 사용됨,N,道理는 '도리'라는 어휘적 용법
Z068090,"其說道理如此,然口嘵嘵不肯已。",N,道理가 '도리' 일상적 의미로 사용됨,N,道理는 '도리'라는 어휘적 용법
Z068130,"逵既至行在,歸罪于二人理官。",N,理官은 관직명으로 형이상학적 의미 아님,N,理官은 '관직명'이라는 어휘적 용법
Z068189,"或問:""范文正公經理西事,㸔得多是收拾人才?""曰:""然。",N,經理가 '관리하다' 의미로 사용됨,N,經理는 '경영하다'는 어휘적 용법
Z068196,"其後却只務經理内地,養威持重,專行淺攻之䇿,以為得寸則吾之寸,得尺則吾之尺卒以此牽制夏人,遣使請和。",N,經理는 일상적 용법으로 형이상학적 理 아님,N,경리(經理)는 '경영하고 다스림'의 의미
Z068401,"又况齊桓公率諸侯尊周室,以義而舉,莊公雖欲不赴其盟㑹,豈可得哉?事又當權箇時勢、義理輕重。",N,"義理는 도덕적 원리, 형이상학적 理 아님",N,의리(義理)는 '의로움과 이치'의 의미
Z068420,"如此則是報君,豈有此理?""曰:""疏家胡説,豈有此理?""又引伍子胥事説,聖人是之曰:""聖人何嘗有明文?是子胥来?今之為《春秋》者,都是如此胡問疏又引子思曰:'今之君子退人,若將墜諸淵,毋為戎首,不亦善乎?'言當執之,但勿為兵首,從人以殺之可也。",N,"此理는 도리, 형이상학적 理 아님",N,기유차리(豈有此理)는 '어찌 이런 이치가 있겠는가'
Z068424,"恢復之計,須是自家喫得些辛苦,少做十年,或二十年,多做三十年,豈有安坐無事,而大功自致之理哉?",N,"大功自致之理는 도리, 형이상학적 理 아님",N,자치지리(自致之理)는 '스스로 이루어지는 이치'
Z068426,"不知古人不戰不和之間,亦有箇且硬相守底道理,却一面自作措置,亦如何便侵軼得我?今五六十年間,只以和為可靠,兵又不曾練得財,又不曾蓄得説恢復底,都是亂説耳。",N,"道理는 일상적 도리 의미, 형이상학적 理 아님",N,"도리(道理)는 '도리, 이치'의 의미"
Z068464,"䖏如七國之反史記》所載甚踈略,却都是漢道理。",N,"漢道理는 역사적 도리, 형이상학적 理 아님",N,한도리(漢道理)는 '한나라의 도리'
Z068466,"班固如載文帝建儲詔云:""楚王,季父也春秋》髙閲天下之義理多矣,明於國家之大體。",N,"義理는 도덕적 원리, 형이상학적 理 아님",N,의리(義理)는 '의로움과 이치'의 의미
Z068558,"""因論章惇言温公義理不透曰:""温公大䖏,占得多章,小黠何足以知大䖏?""",N,"義理는 도덕적 원리, 형이상학적 理 아님",N,의리(義理)는 '의로움과 이치'의 의미
Z068584,"只是踈多不入理,終守臣節。",N,"入理는 일상적 의미, 형이상학적 理 아님",N,불입리(不入理)는 '이치에 맞지 않음'
Z068588,"問:""歐陽以除隋之亂,比迹湯、武致治之美,庶幾成、康賛之,無乃太過?""曰:""只為歐公一軰人,尋常亦不曾理㑹本領䖏,故其言如此。",N,"理㑹는 일상적 의미, 형이상학적 理 아님",N,이회(理會)는 '이해하다'의 의미
Z068597,"孫之翰唐論精練,説利害如身,䖏親歴之,但理不及《唐鑑》耳。",N,理不及는 형이상학적 의미 아님,N,理不及: '이해하지 못하다'의 의미
Z068632,"問:""揚、管仲、子産如何?揚謂:""管仲全是功利,心不好,子産較近道理。",N,道理는 일상적 의미로 판단불가,N,道理: '도리'의 일상적 용법
Z068649,因論寗武子義剛言《春秋》時識義理者多。,N,"義理는 도덕적 개념, 형이상학적 理 아님",N,義理: '의리'의 일상적 용법
Z068650,"""曰:""也是那時多世臣,君臣之分宻,其情自不能相舍,非是皆曉義理。",N,"義理는 도덕적 의미, 형이상학적 理 아님",N,義理: '의리'의 일상적 용법
Z068657,"鬻拳只是箇粗豪人,其意則忠,而其事皆非理,不足言也。",N,"非理는 도덕적 부정, 형이상학적 理 아님",N,非理: '이치에 맞지 않다'의 용법
Z068663,"孫、曾如何?""曰:""世数漸逺,終是漸輕,亦有可仕之理。",N,可仕之理는 일상적 의미로 판단불가,C,可仕之理: '벼슬할 만한 이치'로 능동/수동 미결정
Z068756,"""(義剛曰䕫孫録》云:'因説蘇秦激張儀入/秦事,  某甞疑不恁地做得拙,蘇秦豈)(不知張儀入秦㑹翻了他,想是蘇秦輸了這一籌,其/徒遂装撰此等說話  人傑録》云:""常疑蘇秦資送張)(儀入秦事,恐無此理。",N,"無此理는 일상적 의미, 형이상학적 理 아님",C,無此理: '이러한 이치는 없다'로 능동/수동 미결정
Z068767,"""先生曰:""鞅又如何理㑹得帝王之道?但是大拍頭去揮那孝公耳。",N,如何理는 일상적 의미로 판단불가,N,理會得: '이해하다'의 용법
Z068781,""")(那帝王底道理,遂除去了。",N,道理는 일상적 의미로 판단불가,N,道理: '도리'의 일상적 용법
Z068871,"伯豐因問善家令言尊太公事曰:""此等處,髙祖自是理㑹不得。",N,理㑹는 일상적 의미로 판단불가,N,理會不得: '이해하지 못하다'의 용법
Z068884,"如髙祖猶少,如唐夷狄来附者,皆賜姓,道理也是不是。",N,道理는 일상적 용법으로 보임,N,道理는 일상적 용법으로 '도리'를 의미함
Z068892,"程先生謂""何追韓信?髙祖通知亦有此理。",N,此理는 형이상학적 의미 아님,C,此理는 '이러한 이치'를 의미하며 능동/수동 불분명
Z068924,"伯豐問:""四皓是如何人品?""曰:""是時人材,都沒理㑹,學術權謀,混為一區。",N,理㑹는 학술적 의미로 보임,N,理會는 '이해하다'는 어휘적 용법
Z068959,"如諸侯為天子,大夫為諸侯,乃畿内之民,服之於天下吏民,無三年服道理,必不可行此制。",N,服道理는 일상적 용법,N,道理는 일상적 용법으로 '도리'를 의미함
Z068962,"或以為:""錢榖刑獄,一得其理,則隂陽和、萬物遂,而斯民得其所矣。",N,得其理는 일상적 용법,C,其理는 '그 이치'를 의미하며 능동/수동 불분명
Z069014,"陸子静省試策,說武帝強文帝,其論雖偏,亦有此理。",N,有此理는 형이상학적 의미 아님,C,此理는 '이러한 이치'를 의미하며 능동/수동 불분명
Z069021,"他若知得此,豈無脩文徳以來道理?又如討西域,初一番去不透,又再去,只是要得一馬,此是甚氣力?若移來就這邊做,豈不可?末年海内虗耗,去秦始皇無㡬,若不得霍光收拾,成甚麽輪臺之悔?亦是天資高,方如此。",N,甚氣力는 일상적 용법,N,道理는 일상적 용법으로 '도리'를 의미함
Z069045,"漢儒初不要窮究義理,但是㑹讀記得多,便是學。",N,義理는 도덕적 의미로 보임,N,義理는 '의리'라는 어휘적 용법
Z069057,"使太甲終不明,伊尹如之何?""曰:""亦有道理。",N,亦有道理는 일상적 용법,N,道理는 일상적 용법으로 '도리'를 의미함
Z069099,"古人年三十時,都理㑹得了,便受用行将去。",N,理㑹는 학술적 의미로 보임,N,理會는 '이해하다'는 어휘적 용법
Z069109,"漢儒專以災異、䜟緯與夫風角、鳥占之類為内學,如徐孺子之徒多能,此反以義理之學為外學。",N,義理之學은 형이상학적 理 아님,N,義理之學은 형이상학적 원리 理가 아님
Z069196,"若以比王仲淹,則不以其細宻,他却事事理㑹過来。",N,事事理㑹는 일상적 이해 의미,N,事事理㑹過来는 '이해하다'의 의미
Z069225,"伯豐問:""聖人處此,合如何?""曰:""亦須别有箇道理。",N,箇道理는 일상적 도리 의미,N,道理는 형이상학적 원리 理가 아님
Z069249,"當時只先主在内,孔明在外,如何?""曰:""正當經理,西向宛洛,孔明如何可出?此特闗畧恃才踈侯,自取其敗。",N,"經理는 사물 처리 의미, 형이상학적 理 아님",N,"經理는 '경영하다, 처리하다'의 의미"
Z069252,"古人做事,須有道理,須先立些根本。",N,須有道理는 일상적 도리 의미,N,道理는 형이상학적 원리 理가 아님
Z069263,"渡瀘,是先理㑹南方許多去處。",N,理㑹는 일상적 이해 의미,N,"理㑹는 '처리하다, 해결하다'의 의미"
Z069264,"若不先理㑹許多去處,到向北去,終是被他在後,乗間作撓。",N,理㑹는 일상적 이해 의미,N,"理㑹는 '처리하다, 해결하다'의 의미"
Z069265,"既理㑹得了,非惟不被他来撓,又却得他兵衆来使。",N,理㑹는 일상적 이해 의미,N,"理㑹는 '처리하다, 해결하다'의 의미"
Z069269,"孔明極是子細者,亦恐是當時經理王業之急,有不暇及此。",N,"經理는 사물 처리 의미, 형이상학적 理 아님",N,"經理는 '경영하다, 처리하다'의 의미"
Z069311,"大凢有兵,須有陳,不成有許多兵馬相戰鬭,只衮作一團,又只排作一行,必須左右前後歩伍行陣,各有條理方得。",N,"條理는 사물 정돈 의미, 형이상학적 理 아님",N,"條理는 '조리, 질서'의 의미"
Z069336,"""蔡云:""這是箇道理。",N,道理는 형이상학적 理 아님,N,道理는 '도리'라는 일상적 용법
Z069338,"這見得八陣之法,有以寡敵衆之理。",N,有以寡敵衆之理는 일상적 용법,N,理는 '이치'라는 일상적 용법
Z069373,"""又問:""孔子惡鄉原,如老子,可謂鄉原否?""曰:""老子不似鄉原,鄉原却尚在倫理中行。",N,倫理는 형이상학적 理 아님,N,倫理는 '윤리'라는 일상적 용법
Z069374,那老子却是出倫理之外。,N,倫理는 형이상학적 理 아님,N,倫理는 '윤리'라는 일상적 용법
Z069375,"它自處得雖甚卑,不好聲、不好色,又不要官做,然其心却是出于倫理之外,其説煞害事。",N,倫理는 형이상학적 理 아님,N,倫理는 '윤리'라는 일상적 용법
Z069376,"如鄉原便却只是箇無見識底好人,未害倫理在。",N,倫理는 형이상학적 理 아님,N,倫理는 '윤리'라는 일상적 용법
Z069377,"&KR1180;安之待桓温,本無䇿,温之来,廢了一君,幸而要討九錫,要理資序未至大甚,猶是半和秀才。",N,要理資序는 형이상학적 理 아님,N,理는 '정리하다'는 동사적 용법
Z069398,"今人論理,只要包合一箇渾淪底意思,雖是直截両物,亦湏衮合説正,不必如此。",N,論理는 형이상학적 理 아님,N,論理는 '논리'라는 일상적 용법
Z069399,"世間事,雖千頭萬緒,其實只一箇道理,理一分殊之謂也。",C,"理一分殊, 능동/수동 불명확",C,道理는 '도리'이나 理一分殊는 형이상학적 원리
Z069400,"到感通處,自然首尾相應,或自此彂出而感於外,或自外来而感於我,皆一理也。",C,"皆一理也, 능동/수동 판단 불가",C,理가 '하나'임을 강조하나 작용 여부 불분명
Z069401,"淵明所説者荘、老,然辭却簡古,堯夫辭極卑,道理却宻。",N,道理가 일상적 용법으로 쓰임,N,道理는 일상적 용법으로 '도리'를 의미
Z069433,"因論唐事,先生曰:""唐待諸國降王,不合道理。",N,道理가 일상적 용법으로 쓰임,N,道理는 일상적 용법으로 '도리'를 의미
Z069434,"竇建徳所行,亦合理,忽然而亾,不可曉。",N,合理가 일상적 용법으로 쓰임,N,合理는 '합리적이다'의 의미로 사용
Z069438,"至殺蕭銑,則大無理。",N,無理가 일상적 용법으로 쓰임,N,無理는 '무리하다'의 의미로 사용
Z069452,"尉遲敬徳着甲持刄,見髙祖,髙祖在一處泛舟,程可乆謂:""既許明早理㑹,又却去泛舟,此處有闕文,或為隠諱。",N,理㑹가 일상적 용법으로 쓰임,N,理會는 '이해하다'의 의미로 사용
Z069453,"""先生曰:""此定是添入此一段,與前後無情理,太宗決不曽奏。",N,無情理가 일상적 용법으로 쓰임,N,情理는 '정리'의 의미로 사용
Z069466,"又建成乃欲立功,盖之如𤣥宗誅韋氏有功,睿宗欲立宋王成器,宋王成器便理㑹得事,堅不受。",N,理㑹가 일상적 용법으로 쓰임,N,理會는 '이해하다'의 의미로 사용
Z069470,"因問太宗殺建成事及王魏教太子立功結君後,又不能死難,曰:""只為秪見得功利,全不知以義理處之。",N,義理가 일상적 용법으로 쓰임,N,義理는 '의리'의 의미로 사용
Z069481,"竊恐立其子而殺其母,未為穩否?""曰:""這般處,便是難理㑹處。",N,理㑹가 일상적 용법으로 쓰임,N,理會는 '이해하다'의 의미로 사용
Z069487,"是時承乾亦有子在,若率然妄舉,失人心做不行,又事多㸔道理,未須便将此様難處来䦨。",N,道理가 일상적 용법으로 쓰임,N,道理는 일상적 용법으로 '도리'를 의미
Z069488,"㫁了須要通其他,更有好理㑹處,事事通透後,此様處亦易。",N,'理㑹處'는 일상적 '이치' 의미로 형이상학 아님,N,理會는 '이해하다'는 관용적 용법
Z069497,"帝剛愎不明理,不納人言。",N,'明理'는 이해함 의미로 형이상학 아님,N,明理는 '이치를 알다'는 관용적 용법
Z069499,"若使他理自不明,胸中無所見,則何以知裴公之可任?若只就㫁字上㸔,而遺其左右前後,殊不濟事。",N,'他理自不明'은 타인의 이치 이해 의미로 형이상학 아님,N,理自不明은 '이치가 스스로 밝지 않다'는 관용적 용법
Z069510,"㸔這人極㑹,議論事理,委曲說盡,更無渗漏。",N,'事理'는 사물의 이치 의미로 형이상학 아님,N,事理는 '사물의 이치'라는 어휘적 용법
Z069520,"是他都理㑹来,此便是經濟之學。",N,'都理㑹'는 여러 이치 모임 의미로 형이상학 아님,N,理會는 '이해하다'는 관용적 용법
Z069522,"豈無聖經賢傳,可以玩索,可以討論,終不成和,這箇也不得理㑹。",N,'理㑹'는 이치 모임 의미로 형이상학 아님,N,理會는 '이해하다'는 관용적 용법
Z069549,"問《理道要訣》,曰:""是一箇非古是今之書。",N,"'理道要訣'은 책 이름, 형이상학적 용법 아님",N,理道要訣은 책 이름으로 어휘적 용법
Z069550,"""(《理道要訣》亦是杜佑書,是/一箇《通典節要  方子》)",N,"책 이름 언급, '理'가 형이상학적 원리 아님",N,理道要訣은 책 이름으로 어휘적 용법
Z069558,盖縁都曉得許多道理故也。,N,"'道理'는 도리, 이치 의미로 형이상학 아님",N,道理는 '도리'라는 어휘적 용법
Z069564,"今人鄉一邊便不對,那一邊才理㑹征伐,便將禮樂做閒慢了。",N,'理㑹征伐'는 이치에 따른 행동 의미로 형이상학 아님,N,理會는 '이해하다'는 관용적 용법
Z069583,"孔叢子》鄙陋之甚,理既無足取,而詞亦不足觀。",N,理가 형이상학 원리 아닌 '의리' 의미,N,理가 '취할 가치'라는 의미로 사용됨
Z069598,"國語》文字,多有重疊,無義理䖏。",N,義理가 일상적 의미로 쓰임,N,義理는 '의미'라는 어휘적 용법
Z069622,"㩀其心下汙濁紛擾如此,如何理㑹得荘、老底意思?""",N,理㑹가 '이해하다' 의미로 사용됨,N,理會는 '이해하다'라는 관용적 용법
Z069627,"""先生曰:""不須理㑹荀卿,且理㑹孟子性善,渠分明不識道理。",N,理㑹가 '이해하다' 의미임,N,理會는 '이해하다'라는 관용적 용법
Z069633,"今且於自已上作工夫,立得本,本立則條理分明,不待辨。",N,條理가 일상적 의미로 쓰임,N,"條理는 '조리, 질서'라는 어휘적 용법"
Z069658,"自身命也,奈何不下,如何理㑹得别事?""如《法言》一卷,議論不明快不了決。",N,理㑹가 '이해하다' 의미임,N,理會는 '이해하다'라는 관용적 용법
Z069664,")詩》則欲取曹、劉、沈、謝者為《續詩》,續得這般詩書,發明得箇甚麽道理?自漢以来,詔令之稍可觀者,不過數箇。",N,道理가 일상적 의미로 쓰임,N,"道理는 '도리, 이치'라는 어휘적 용법"
Z069675,"荀卿著書立說,何嘗教人焚書坑儒?只是觀它無所顧藉,敢為異論,則其末流便有坑焚之理。",N,坑焚之理가 일상적 의미임,N,坑焚之理는 '그러할 이치'라는 어휘적 용법
Z069683,"若是子細讀書,知聖人所説義理之無窮。",N,義理가 일상적 의미임,N,"義理는 '의미, 이치'라는 어휘적 용법"
Z069694,"賈誼之學雜他本是戰國縦横之學,只是較近道理,不至如儀、秦、蔡、范之甚爾。",N,道理가 일상적 의미임,N,"道理는 '도리, 이치'라는 어휘적 용법"
Z069695,"他於這邊道理,見得分數稍多,所以説得較好,然終是有縦横之習,縁他根脚,只是從戰國中来故也。",N,文장 내 '道理'는 일상적 용법임.,N,道理는 '도리'라는 일상적 용법
Z069701,"他那斤両輕重自定,你如何文飾得?如《續詩續書元經》之作,盡要學箇孔子,重做一箇三代,如何做得?如《續書》要載漢以来詔令,他那詔令便載得,發明得甚麽義理,發明得甚麽政事?只有髙帝時三詔令稍好,然已不純。",N,문장 내 '義理'는 일상적 의미임.,N,義理는 '의리'라는 일상적 용법
Z069703,"三代之書誥、詔令,皆是根源學問,發眀義理,所以燦然可為後世法。",N,'義理'가 일상적 의미로 쓰임.,N,義理는 '의리'라는 일상적 용법
Z069706,"如揚雄《太𤣥法言》亦然,不知怎生比並?某嘗説自孔、孟滅後,諸儒不子細讀得聖人之書,曉得聖人之㫖,只是自説他一副當道理,説得却也好。",N,'道理'가 일상적 용법임.,N,道理는 '도리'라는 일상적 용법
Z069707,"㸔只是非聖人之意,硬将聖人經㫖,説從他道理上来孟子》説""以意逆志""者,以自家之意,逆聖人之志如人。",N,'道理'가 일상적 의미임.,N,道理는 '도리'라는 일상적 용법
Z069711,"又教它莫要做聲,待我與你説道理。",N,'道理'가 일상적 의미로 쓰임.,N,道理는 '도리'라는 일상적 용법
Z069713,"他本要自説他一様道理,又恐不見信於人,偶然窺見聖人説䖏,與己意合,便從頭如此解将去,更不子細虗心㸔聖人所説是如何?正如人販私鹽、擔私貨,恐人捉他,須用求得官員一両封書,并掩頭行引,方敢過場務,偷免税錢。",N,'道理'가 일상적 의미임.,N,道理는 '도리'라는 일상적 용법
Z069735,"近来此等説話極勝,須是於天理人欲䖏,分别得明。",N,'天理'가 형이상학 아닌 일상적 의미임.,C,天理는 형이상학적 원리이나 작용 여부 불분명
Z069746,"如古人明徳、新民、至善等䖏,皆不理㑹,却要鬭合漢、魏以下之事,整頓為法,這便是低䖏。",N,'理'가 '理會'의 일상적 의미임.,N,不理㑹는 '이해하지 못하다'는 관용적 용법
Z069750,"又檢李泰伯集》,先生因言:""文中有志於天下,亦識得三代制度,較之房、魏諸公文,稍有些本領,只本原上工夫,都不曾理㑹。",N,'理會'가 일상적 의미임.,N,不曾理㑹는 '이해하지 못하다'는 관용적 용법
Z069763,"文公見得大意已分明,但不曾去子細理㑹,如原道之類,不易得也。",N,理㑰는 이해 의미로 형이상학적 理 아님,N,理會는 '이해하다'는 관용적 용법
Z069765,"然而如太𤣥之類,亦是拙底工夫,道理不是如此。",N,道理는 일상적 도리 의미로 형이상학적 아님,N,"道理는 '도리, 이치'의 일상적 용법"
Z069767,"又且有氣而無朔,有日星而無月,恐不是道理。",N,道理는 일상적 도리 의미로 형이상학적 아님,N,"道理는 '도리, 이치'의 일상적 용법"
